lokasi,harga,jenis_properti,jumlah_kamar_tidur,jumlah_kamar_mandi,garasi,luas_tanah,luas_bangunan
"Medan Tembung, Medan",21.465203182151978,Rumah,0.0,3.0,0.0,4.442651256490317,4.174387269895637
"Medan Timur, Medan",21.465203182151978,Rumah,2.0,3.0,1.0,4.442651256490317,5.262690188904886
"Medan Tembung, Medan",20.9055873945737,Ruko,0.0,3.0,1.0,4.290459441148391,5.402677381872279
"Medan Selayang, Medan",20.337603357605015,Rumah,0.0,0.0,0.0,4.709530201312334,4.51085950651685
"Medan Area, Medan",21.05973807428191,Ruko,0.0,3.0,0.0,4.51085950651685,5.081404364984463
"Medan Johor, Medan",21.05973807428191,Rumah,4.0,4.0,1.0,4.890349128221754,4.653960350157523
"Medan Helvetia, Medan",20.560746908625106,Rumah,4.0,3.0,1.0,4.976733742420574,4.875197323201151
"Medan Area, Medan",20.94640938906062,Ruko,0.0,2.0,1.0,4.709530201312334,5.176149732573829
"Medan Tuntungan, Medan",19.23161096461314,Rumah,2.0,1.0,1.0,4.330733340286331,3.828641396489095
"Medan Selayang, Medan",21.416413018006356,Rumah,4.0,1.0,6.0,6.311734809152915,6.186208623900494
"Medan Kota, Medan",20.36659089443625,Rumah,4.0,3.0,1.0,4.51085950651685,4.875197323201151
"Medan Kota, Medan",22.109560198316302,Ruko,0.0,3.0,1.0,4.174387269895637,4.875197323201151
"Medan Marelan, Medan",20.161146920547257,Rumah,3.0,2.0,1.0,4.290459441148391,4.51085950651685
"Medan Helvetia, Medan",20.711193256724286,Rumah,3.0,3.0,1.0,4.859812404361672,4.709530201312334
"Medan Petisah, Medan",20.435583765827964,Ruko,0.0,0.0,0.0,3.912023005428146,5.087596335232384
"Medan Barat, Medan",20.560746908625106,Rumah,3.0,2.0,1.0,4.189654742026425,5.278114659230517
"Medan Selayang, Medan",21.678777282358464,Rumah,4.0,3.0,1.0,5.993961427306569,5.993961427306569
"Medan Kota, Medan",20.36659089443625,Rumah,3.0,2.0,0.0,5.267858159063328,4.663439094112067
"Medan Tembung, Medan",22.73816885762201,Rumah,7.0,7.0,4.0,6.726233402358747,6.236369590203704
"Medan Barat, Medan",20.671972543611492,Apartemen,1.0,1.0,0.0,3.367295829986474,3.367295829986474
"Medan Sunggal, Medan",20.9055873945737,Ruko,0.0,2.0,3.0,4.2626798770413155,5.262690188904886
"Medan Kota, Medan",21.338451476577184,Ruko,0.0,3.0,3.0,4.48863636973214,5.3230099791384085
"Medan Deli, Medan",21.74571676500867,Rumah,4.0,3.0,1.0,5.303304908059076,6.175867270105761
"Medan Deli, Medan",21.752885254484713,Rumah,1.0,3.0,1.0,6.3473892096560105,6.07073772800249
"Medan Timur, Medan",21.22404112546496,Rumah,7.0,7.0,1.0,5.147494476813453,5.659482215759621
"Medan Deli, Medan",20.521149654048266,Rumah,3.0,3.0,1.0,4.007333185232471,4.574710978503383
"Medan Barat, Medan",22.05826690394191,Ruko,0.0,5.0,1.0,4.574710978503383,5.60947179518496
"Medan Petisah, Medan",21.80507100763712,Rumah,3.0,2.0,0.0,5.3612921657094255,5.003946305945459
"Medan Polonia, Medan",23.272711007950107,Rumah,5.0,5.0,3.0,6.144185634125646,6.70196036600254
"Medan Sunggal, Medan",22.227343233944907,Rumah,6.0,6.0,3.0,6.811244378601294,6.2166061010848646
"Medan Kota, Medan",19.942379744261864,Rumah,2.0,1.0,1.0,4.330733340286331,3.9318256327243257
"Medan Polonia, Medan",22.64018844927553,Rumah,4.0,3.0,3.0,5.860786223465865,5.755742213586912
"Medan Sunggal, Medan",22.109560198316302,Rumah,4.0,2.0,1.0,6.683360945766275,6.3784261836515865
"Medan Sunggal, Medan",20.9055873945737,Rumah,0.0,0.0,0.0,4.68213122712422,5.081404364984463
"Medan Barat, Medan",22.802707378751247,Rumah,3.0,6.0,2.0,5.937536205082426,5.648974238161206
"Medan Baru, Medan",21.534196053607186,Rumah,4.0,3.0,3.0,5.771441123130016,5.25227342804663
"Medan Helvetia, Medan",22.109560198316302,Rumah,7.0,3.0,0.0,6.803505257608338,6.2166061010848646
"Medan Timur, Medan",22.428013929366653,Rumah,1.0,2.0,2.0,6.673297967767654,6.133398042996649
"Medan Timur, Medan",22.428013929366653,Ruko,0.0,2.0,0.0,6.673297967767654,6.133398042996649
"Medan Amplas, Medan",20.500122286882203,Rumah,3.0,2.0,1.0,4.204692619390966,4.51085950651685
"Medan Kota, Medan",21.854667948760092,Ruko,0.0,3.0,0.0,4.007333185232471,5.703782474656201
"Medan Helvetia, Medan",19.801962565761276,Rumah,2.0,1.0,1.0,4.290459441148391,3.9318256327243257
"Medan Tembung, Medan",19.519293035953808,Rumah,2.0,2.0,1.0,4.3694478524670215,4.3694478524670215
"Medan Marelan, Medan",19.97882536410418,Rumah,3.0,2.0,0.0,4.6913478822291435,4.290459441148391
"Medan Helvetia, Medan",20.617905322399697,Ruko,0.0,2.0,0.0,4.6913478822291435,4.290459441148391
"Medan Timur, Medan",21.05973807428191,Ruko,0.0,4.0,0.0,4.795790545596741,5.351858133476067
"Medan Sunggal, Medan",21.716517610327063,Rumah,3.0,3.0,0.0,4.795790545596741,5.3230099791384085
"Medan Selayang, Medan",21.05973807428191,Rumah,2.0,3.0,0.0,4.912654885736052,4.912654885736052
"Medan Johor, Medan",20.21244021484709,Rumah,2.0,2.0,0.0,3.8918202981106265,4.564348191467836
"Medan Johor, Medan",21.000897574302268,Rumah,3.0,3.0,1.0,4.770684624465665,5.017279836814924
"Medan Sunggal, Medan",20.204071965190575,Rumah,3.0,2.0,1.0,4.574710978503383,4.51085950651685
"Medan Johor, Medan",19.843789080604612,Rumah,2.0,1.0,1.0,4.634728988229636,4.04305126783455
"Medan Johor, Medan",19.79439632539704,Rumah,2.0,1.0,1.0,4.634728988229636,3.9318256327243257
"Medan Helvetia, Medan",20.084606843564476,Rumah,3.0,2.0,0.0,4.406719247264253,4.330733340286331
"Medan Sunggal, Medan",19.79439632539704,Rumah,2.0,1.0,1.0,4.663439094112067,3.9318256327243257
"Medan Sunggal, Medan",20.601098204102147,Rumah,3.0,2.0,1.0,4.6913478822291435,4.406719247264253
"Medan Selayang, Medan",20.818576017659826,Rumah,3.0,4.0,0.0,4.727387818712341,5.081404364984463
"Medan Perjuangan, Medan",20.435583765827964,Rumah,0.0,0.0,0.0,3.713572066704308,4.51085950651685
"Medan Perjuangan, Medan",20.435583765827964,Rumah,0.0,0.0,0.0,3.713572066704308,4.51085950651685
"Medan Maimun, Medan",20.435583765827964,Rumah,2.0,2.0,1.0,4.663439094112067,4.9344739331306915
"Medan Denai, Medan",21.05973807428191,Rumah,5.0,3.0,0.0,5.602118820879701,4.948759890378168
"Medan Timur, Medan",20.435583765827964,Rumah,0.0,0.0,0.0,4.110873864173311,4.61512051684126
"Medan Helvetia, Medan",20.500122286882203,Rumah,4.0,3.0,0.0,4.976733742420574,4.795790545596741
"Medan Petisah, Medan",20.125428838008972,Rumah,2.0,2.0,0.0,5.017279836814924,5.262690188904886
"Medan Timur, Medan",20.435583765827964,Rumah,0.0,0.0,0.0,4.110873864173311,4.61512051684126
"Medan Barat, Medan",21.02337043013749,Apartemen,2.0,1.0,0.0,4.04305126783455,4.04305126783455
"Medan Timur, Medan",21.678777282358464,Rumah,5.0,6.0,0.0,4.795790545596741,4.762173934797756
"Medan Deli, Medan",20.352202157004854,Ruko,0.0,0.0,0.0,4.61512051684126,4.859812404361672
"Medan Tembung, Medan",20.818576017659826,Ruko,0.0,3.0,0.0,4.290459441148391,5.402677381872279
"Medan Johor, Medan",20.863027780191135,Rumah,3.0,3.0,1.0,4.406719247264253,4.532599493153256
"Medan Tembung, Medan",20.818576017659826,Rumah,4.0,3.0,1.0,4.290459441148391,5.3612921657094255
"Medan Kota, Medan",22.045021677195397,Rumah,2.0,3.0,0.0,5.220355825078324,3.8918202981106265
"Medan Amplas, Medan",20.468373588607943,Rumah,3.0,2.0,0.0,4.204692619390966,4.51085950651685
"Medan Kota, Medan",20.435583765827964,Rumah,3.0,2.0,1.0,4.290459441148391,4.394449154672439
"Medan Amplas, Medan",20.530893945511075,Rumah,3.0,3.0,1.0,4.204692619390966,4.51085950651685
"Medan Tembung, Medan",20.589734445464746,Ruko,0.0,0.0,0.0,4.532599493153256,4.795790545596741
"Medan Sunggal, Medan",20.606732021814054,Ruko,0.0,3.0,0.0,4.290459441148391,5.351858133476067
"Medan Baru, Medan",20.9055873945737,Rumah,3.0,4.0,1.0,4.406719247264253,4.406719247264253
"Medan Timur, Medan",19.999659450963613,Rumah,3.0,1.0,1.0,4.174387269895637,4.110873864173311
"Medan Perjuangan, Medan",20.617905322399697,Rumah,3.0,4.0,0.0,4.02535169073515,4.927253685157205
"Medan Timur, Medan",19.999659450963613,Rumah,3.0,1.0,1.0,4.174387269895637,4.110873864173311
"Medan Johor, Medan",20.36659089443625,Rumah,2.0,2.0,0.0,4.174387269895637,4.859812404361672
"Medan Timur, Medan",20.617905322399697,Ruko,0.0,3.0,0.0,4.204692619390966,4.976733742420574
"Medan Selayang, Medan",20.617905322399697,Rumah,4.0,2.0,0.0,4.663439094112067,5.572154032177765
"Medan Timur, Medan",20.880269586610776,Apartemen,2.0,2.0,0.0,4.356708826689592,4.356708826689592
"Medan Kota, Medan",20.60448230208257,Rumah,3.0,2.0,0.0,4.51085950651685,4.51085950651685
"Medan Area, Medan",20.435583765827964,Rumah,3.0,2.0,0.0,3.8918202981106265,4.709530201312334
"Medan Area, Medan",21.12873094572124,Rumah,4.0,4.0,0.0,5.638354669333745,6.270988431858299
"Medan Area, Medan",21.12873094572124,Rumah,4.0,4.0,0.0,5.638354669333745,6.270988431858299
"Medan Johor, Medan",20.125428838008972,Rumah,2.0,2.0,0.0,4.653960350157523,4.276666119016055
"Medan Area, Medan",21.311052502404085,Rumah,3.0,4.0,0.0,4.48863636973214,5.71042701737487
"Medan Helvetia, Medan",20.29248292239242,Rumah,2.0,2.0,1.0,4.709530201312334,4.330733340286331
"Medan Amplas, Medan",20.330223250318287,Rumah,2.0,2.0,1.0,4.219507705176107,4.532599493153256
"Medan Selayang, Medan",20.435583765827964,Rumah,3.0,2.0,1.0,4.442651256490317,4.51085950651685
"Medan Deli, Medan",21.854667948760092,Ruko,0.0,3.0,0.0,4.454347296253507,4.110873864173311
"Medan Sunggal, Medan",22.33270374958051,Ruko,0.0,3.0,0.0,5.3981627015177525,6.270988431858299
"Medan Sunggal, Medan",19.97882536410418,Rumah,0.0,2.0,1.0,4.574710978503383,3.9318256327243257
"Medan Timur, Medan",20.143447343479185,Rumah,1.0,1.0,0.0,3.713572066704308,4.442651256490317
"Medan Sunggal, Medan",19.79439632539704,Rumah,2.0,1.0,1.0,4.442651256490317,3.9318256327243257
"Medan Helvetia, Medan",21.22404112546496,Rumah,2.0,2.0,2.0,4.143134726391533,4.477336814478207
"Medan Area, Medan",21.05973807428191,Rumah,3.0,4.0,0.0,5.43372200355424,5.187385805840755
"Medan Kota, Medan",20.818576017659826,Rumah,3.0,4.0,1.0,3.9889840465642745,4.795790545596741
"Medan Kota, Medan",21.57768116552801,Rumah,3.0,3.0,1.0,4.51085950651685,5.017279836814924
"Medan Tembung, Medan",20.560746908625106,Ruko,0.0,3.0,0.0,4.394449154672439,4.795790545596741
"Medan Timur, Medan",21.678777282358464,Ruko,0.0,2.0,0.0,4.48863636973214,5.303304908059076
"Medan Deli, Medan",21.976028805727495,Ruko,0.0,3.0,0.0,4.859812404361672,6.1070228877422545
"Medan Timur, Medan",21.678777282358464,Ruko,0.0,2.0,0.0,4.48863636973214,5.303304908059076
"Medan Timur, Medan",20.47480447892996,Rumah,2.0,2.0,0.0,4.31748811353631,4.7535901911063645
"Medan Denai, Medan",19.659054977894186,Rumah,2.0,2.0,1.0,4.394449154672439,4.394449154672439
"Medan Denai, Medan",19.659054977894186,Rumah,2.0,2.0,1.0,4.394449154672439,4.394449154672439
"Medan Marelan, Medan",21.253894088596816,Ruko,0.0,5.0,0.0,4.912654885736052,4.394449154672439
"Medan Sunggal, Medan",20.29248292239242,Rumah,2.0,2.0,0.0,4.330733340286331,4.7535901911063645
"Medan Sunggal, Medan",20.29248292239242,Rumah,2.0,2.0,0.0,4.330733340286331,4.7535901911063645
"Medan Tembung, Medan",21.511723197765228,Rumah,5.0,7.0,0.0,6.22455842927536,5.726847747587197
"Medan Tembung, Medan",21.511723197765228,Rumah,5.0,7.0,0.0,6.22455842927536,5.726847747587197
"Medan Maimun, Medan",21.12873094572124,Ruko,0.0,3.0,0.0,4.23410650459726,5.3230099791384085
"Medan Kota, Medan",22.428013929366653,Ruko,0.0,2.0,0.0,4.465908118654584,5.2832037287379885
"Medan Area, Medan",22.59506801400185,Rumah,1.0,1.0,0.0,6.021023349349527,6.021023349349527
"Medan Johor, Medan",21.639556569220566,Rumah,4.0,4.0,0.0,5.602118820879701,6.516193076042964
"Medan Helvetia, Medan",21.886416647064593,Rumah,3.0,2.0,1.0,4.919980925828125,4.727387818712341
"Medan Selayang, Medan",19.92475814295086,Rumah,2.0,1.0,0.0,4.442651256490317,4.007333185232471
"Medan Sunggal, Medan",21.12873094572124,Ruko,0.0,6.0,0.0,4.8283137373023015,5.739792912179234
"Medan Kota, Medan",21.12873094572124,Ruko,0.0,2.0,0.0,3.4011973816621555,4.07753744390572
"Medan Maimun, Medan",21.12873094572124,Ruko,0.0,3.0,0.0,4.23410650459726,5.3230099791384085
"Medan Sunggal, Medan",21.870668290101413,Rumah,6.0,5.0,0.0,6.53813982376767,6.175867270105761
"Medan Tembung, Medan",20.888780276271444,Ruko,0.0,3.0,0.0,4.174387269895637,5.303304908059076
"Medan Sunggal, Medan",20.9055873945737,Ruko,0.0,3.0,0.0,4.74493212836325,5.43372200355424
"Medan Sunggal, Medan",20.818576017659826,Rumah,4.0,3.0,0.0,4.51085950651685,5.081404364984463
"Medan Sunggal, Medan",20.818576017659826,Rumah,4.0,3.0,0.0,4.51085950651685,5.081404364984463
"Medan Denai, Medan",20.72326583794641,Ruko,0.0,2.0,0.0,4.110873864173311,4.653960350157523
"Medan Tembung, Medan",19.79439632539704,Rumah,2.0,1.0,0.0,4.174387269895637,3.970291913552122
"Medan Petisah, Medan",20.178538663228878,Rumah,3.0,1.0,0.0,4.110873864173311,4.48863636973214
"Medan Tembung, Medan",20.47480447892996,Rumah,3.0,3.0,0.0,3.8918202981106265,4.795790545596741
"Medan Kota, Medan",22.29188175506859,Ruko,0.0,0.0,0.0,5.017279836814924,5.017279836814924
"Medan Kota, Medan",22.4811237546712,Ruko,0.0,0.0,0.0,4.574710978503383,4.574710978503383
"Medan Barat, Medan",22.33270374958051,Ruko,0.0,4.0,0.0,5.081404364984463,6.175867270105761
"Medan Helvetia, Medan",21.90192083359575,Rumah,2.0,2.0,1.0,4.976733742420574,4.290459441148391
"Medan Sunggal, Medan",21.02337043013749,Apartemen,1.0,1.0,0.0,4.248495242049359,4.248495242049359
"Medan Petisah, Medan",23.362323166633097,Rumah,4.0,4.0,1.0,6.595780513961311,5.517452896464707
"Medan Barat, Medan",20.29248292239242,Rumah,4.0,2.0,0.0,4.442651256490317,5.1298987149230735
"Medan Kota, Medan",21.639556569220566,Ruko,0.0,4.0,0.0,4.219507705176107,5.54907608489522
"Medan Johor, Medan",20.697948029987764,Rumah,2.0,2.0,0.0,4.204692619390966,4.290459441148391
"Medan Baru, Medan",21.12873094572124,Apartemen,2.0,1.0,0.0,4.189654742026425,4.189654742026425
"Medan Baru, Medan",20.359422404967916,Rumah,2.0,2.0,1.0,4.418840607796598,4.189654742026425
"Medan Johor, Medan",20.192237507563583,Rumah,3.0,2.0,1.0,4.290459441148391,4.290459441148391
"Medan Kota, Medan",20.500122286882203,Ruko,0.0,3.0,0.0,3.8918202981106265,4.795790545596741
"Medan Helvetia, Medan",21.416413018006356,Rumah,4.0,3.0,1.0,5.771441123130016,6.111467339502679
"Medan Polonia, Medan",23.28821519448487,Rumah,4.0,4.0,0.0,6.054439346269371,6.255750041753367
"Medan Kota, Medan",22.181880859878486,Apartemen,2.0,2.0,0.0,5.017279836814924,5.017279836814924
"Medan Baru, Medan",22.227343233944907,Rumah,4.0,4.0,0.0,5.342334251964811,5.942799375126701
"Medan Kota, Medan",22.428013929366653,Ruko,0.0,3.0,0.0,4.859812404361672,5.953243334287785
"Medan Perjuangan, Medan",21.976028805727495,Rumah,3.0,3.0,1.0,4.859812404361672,5.1298987149230735
"Medan Kota, Medan",22.26656394708964,Rumah,0.0,0.0,0.0,5.303304908059076,5.659482215759621
"Medan Perjuangan, Medan",21.57768116552801,Ruko,0.0,0.0,0.0,4.442651256490317,4.442651256490317
"Medan Tembung, Medan",20.47480447892996,Rumah,3.0,3.0,1.0,4.48863636973214,4.48863636973214
"Medan Barat, Medan",20.985630102183134,Apartemen,2.0,1.0,0.0,4.04305126783455,4.04305126783455
"Medan Timur, Medan",20.818576017659826,Rumah,4.0,3.0,0.0,4.3694478524670215,5.6131281063880705
"Medan Selayang, Medan",21.253894088596816,Rumah,5.0,3.0,0.0,5.303304908059076,5.493061443340548
"Medan Barat, Medan",21.161520768522728,Ruko,0.0,3.0,0.0,4.442651256490317,4.859812404361672
"Medan Helvetia, Medan",21.917188305721876,Rumah,3.0,2.0,2.0,5.198497031265826,4.787491742782046
"Medan Petisah, Medan",20.617905322399697,Rumah,3.0,3.0,0.0,4.110873864173311,4.605170185988092
"Medan Kota, Medan",20.818576017659826,Ruko,0.0,3.0,0.0,4.174387269895637,5.262690188904886
"Medan Timur, Medan",21.12873094572124,Ruko,0.0,2.0,0.0,4.653960350157523,5.262690188904886
"Medan Timur, Medan",21.311052502404085,Ruko,0.0,3.0,0.0,4.8283137373023015,5.262690188904886
"Medan Timur, Medan",21.161520768522728,Ruko,0.0,2.0,0.0,4.04305126783455,4.74493212836325
"Medan Marelan, Medan",20.253262209300676,Rumah,2.0,1.0,1.0,4.795790545596741,4.007333185232471
"Medan Selayang, Medan",20.307750394499898,Rumah,2.0,2.0,1.0,4.204692619390966,4.442651256490317
"Medan Timur, Medan",22.547815129158746,Rumah,4.0,4.0,1.0,5.081404364984463,5.973809611869261
"Medan Kota, Medan",21.12873094572124,Rumah,4.0,4.0,0.0,5.638354669333745,5.579729825986222
"Medan Timur, Medan",21.05973807428191,Rumah,3.0,3.0,0.0,4.574710978503383,4.174387269895637
"Medan Timur, Medan",20.671972543611492,Rumah,3.0,2.0,1.0,3.8918202981106265,3.8918202981106265
"Medan Tembung, Medan",21.193269466817146,Ruko,0.0,3.0,0.0,4.61512051684126,4.174387269895637
"Medan Timur, Medan",20.671972543611492,Rumah,3.0,2.0,1.0,3.8918202981106265,3.8918202981106265
"Medan Sunggal, Medan",20.069339371462824,Rumah,3.0,2.0,0.0,5.25227342804663,5.111987788356544
"Medan Amplas, Medan",21.752885254484713,Ruko,0.0,0.0,0.0,4.859812404361672,4.795790545596741
"Medan Maimun, Medan",22.109560198316302,Rumah,3.0,4.0,1.0,4.859812404361672,5.953243334287785
"Medan Johor, Medan",21.161520768522728,Rumah,2.0,3.0,0.0,4.442651256490317,4.795790545596741
"Medan Helvetia, Medan",20.9055873945737,Rumah,0.0,0.0,0.0,4.61512051684126,4.574710978503383
"Medan Johor, Medan",21.311052502404085,Ruko,0.0,0.0,0.0,4.290459441148391,5.53338948872752
"Medan Timur, Medan",20.21244021484709,Rumah,0.0,0.0,0.0,3.8066624897703196,4.709530201312334
"Medan Timur, Medan",20.27384884287646,Rumah,0.0,0.0,0.0,3.8066624897703196,4.709530201312334
"Medan Selayang, Medan",19.755681813316283,Apartemen,1.0,1.0,0.0,3.2188758248682006,3.2188758248682006
"Medan Denai, Medan",21.49337405910545,Rumah,8.0,5.0,0.0,5.267858159063328,5.926926025970411
"Medan Baru, Medan",23.264867830489695,Rumah,6.0,4.0,0.0,6.075346031088684,5.820082930352362
"Medan Kota, Medan",21.365119723645122,Ruko,0.0,3.0,0.0,4.574710978503383,5.666426688112432
"Medan Tembung, Medan",20.446193944925906,Rumah,3.0,2.0,0.0,4.204692619390966,3.828641396489095
"Medan Polonia, Medan",22.773536001454666,Rumah,11.0,5.0,0.0,6.042632833682381,6.042632833682381
"Medan Perjuangan, Medan",21.12873094572124,Rumah,3.0,2.0,0.0,6.131226489483141,5.707110264748875
"Medan Barat, Medan",21.12204195757492,Rumah,0.0,0.0,0.0,4.174387269895637,5.262690188904886
"Medan Sunggal, Medan",21.338451476577184,Rumah,3.0,2.0,1.0,5.517452896464707,4.2626798770413155
"Medan Denai, Medan",20.435583765827964,Rumah,3.0,2.0,1.0,5.017279836814924,4.2626798770413155
"Medan Baru, Medan",22.15835036247383,Rumah,5.0,5.0,4.0,6.55250788703459,6.2166061010848646
"Medan Baru, Medan",22.15835036247383,Rumah,5.0,5.0,4.0,6.55250788703459,6.2166061010848646
"Medan Sunggal, Medan",21.04534933684016,Rumah,4.0,3.0,2.0,4.574710978503383,4.983606621708336
"Medan Deli, Medan",20.72326583794641,Rumah,2.0,2.0,1.0,4.605170185988092,5.198497031265826
"Medan Denai, Medan",20.435583765827964,Rumah,4.0,3.0,1.0,5.017279836814924,4.795790545596741
"Medan Selayang, Medan",20.36659089443625,Rumah,4.0,3.0,1.0,4.3694478524670215,4.3694478524670215
"Medan Perjuangan, Medan",20.030118658386467,Rumah,2.0,1.0,1.0,4.51085950651685,4.330733340286331
"Medan Tuntungan, Medan",20.962282738204312,Rumah,3.0,3.0,1.0,4.727387818712341,4.844187086458591
"Medan Tembung, Medan",20.428894777686114,Rumah,0.0,0.0,0.0,3.9318256327243257,4.7535901911063645
"Medan Sunggal, Medan",21.05973807428191,Ruko,0.0,3.0,0.0,4.6913478822291435,5.262690188904886
"Medan Tembung, Medan",20.606732021814054,Rumah,0.0,0.0,0.0,4.060443010546419,4.882801922586371
"Medan Tembung, Medan",20.493852673876468,Rumah,0.0,0.0,0.0,3.970291913552122,4.795790545596741
"Medan Tembung, Medan",20.617905322399697,Rumah,2.0,3.0,0.0,3.970291913552122,4.709530201312334
"Medan Denai, Medan",20.487543504691164,Rumah,0.0,0.0,0.0,3.9318256327243257,4.7535901911063645
"Medan Tembung, Medan",20.435583765827964,Rumah,0.0,0.0,0.0,4.007333185232471,4.795790545596741
"Medan Petisah, Medan",20.617905322399697,Rumah,2.0,3.0,0.0,4.219507705176107,5.111987788356544
"Medan Helvetia, Medan",21.05973807428191,Rumah,3.0,2.0,2.0,5.3706380281276624,5.3706380281276624
"Medan Maimun, Medan",20.030118658386467,Rumah,2.0,2.0,1.0,3.713572066704308,4.442651256490317
"Medan Area, Medan",20.818576017659826,Ruko,0.0,3.0,0.0,4.290459441148391,5.384495062789089
"Medan Johor, Medan",21.639556569220566,Ruko,0.0,3.0,0.0,4.859812404361672,4.795790545596741
"Medan Timur, Medan",20.330223250318287,Rumah,3.0,2.0,0.0,4.110873864173311,4.6913478822291435
"Medan Amplas, Medan",21.02337043013749,Rumah,3.0,2.0,0.0,4.51085950651685,4.795790545596741
"Medan Amplas, Medan",21.02337043013749,Rumah,3.0,2.0,0.0,4.51085950651685,4.795790545596741
"Medan Perjuangan, Medan",20.337603357605015,Rumah,2.0,1.0,0.0,4.356708826689592,4.007333185232471
"Medan Kota, Medan",20.671972543611492,Apartemen,1.0,1.0,0.0,3.367295829986474,3.367295829986474
"Medan Kota, Medan",20.9055873945737,Apartemen,2.0,1.0,0.0,4.04305126783455,4.04305126783455
"Medan Johor, Medan",20.560746908625106,Ruko,0.0,2.0,0.0,4.343805421853684,4.804021044733257
"Medan Sunggal, Medan",22.29188175506859,Ruko,0.0,5.0,0.0,5.517452896464707,6.46302945692067
"Medan Kota, Medan",22.33270374958051,Ruko,0.0,3.0,0.0,4.51085950651685,5.198497031265826
"Medan Barat, Medan",20.94640938906062,Apartemen,2.0,1.0,0.0,4.04305126783455,4.04305126783455
"Medan Sunggal, Medan",22.29188175506859,Ruko,0.0,5.0,0.0,5.517452896464707,6.46302945692067
"Medan Baru, Medan",21.752885254484713,Rumah,3.0,3.0,1.0,5.017279836814924,5.25227342804663
"Medan Baru, Medan",21.193269466817146,Apartemen,2.0,1.0,0.0,4.189654742026425,4.189654742026425
"Medan Maimun, Medan",21.416413018006356,Ruko,0.0,2.0,0.0,4.8283137373023015,5.220355825078324
"Medan Deli, Medan",19.92475814295086,Rumah,3.0,2.0,1.0,4.948759890378168,4.61512051684126
"Medan Johor, Medan",20.21244021484709,Rumah,2.0,2.0,0.0,3.8918202981106265,4.465908118654584
"Medan Sunggal, Medan",20.21244021484709,Ruko,0.0,2.0,0.0,5.220355825078324,4.762173934797756
"Medan Tembung, Medan",21.821878125947855,Rumah,4.0,3.0,0.0,6.008813185442595,4.890349128221754
"Medan Kota, Medan",20.315297600123888,Rumah,2.0,3.0,1.0,4.110873864173311,4.51085950651685
"Medan Kota, Medan",20.349299397351107,Rumah,2.0,1.0,1.0,4.3694478524670215,4.143134726391533
"Medan Selayang, Medan",20.125428838008972,Ruko,0.0,2.0,0.0,4.174387269895637,3.8918202981106265
"Medan Kota, Medan",20.863027780191135,Ruko,0.0,3.0,0.0,4.48863636973214,4.962844630259907
"Medan Polonia, Medan",22.773536001454666,Rumah,11.0,5.0,0.0,6.042632833682381,6.042632833682381
"Medan Sunggal, Medan",22.004199682686252,Ruko,0.0,3.0,0.0,5.303304908059076,5.484796933490655
"Medan Selayang, Medan",20.880269586610776,Rumah,4.0,3.0,2.0,4.663439094112067,4.948759890378168
"Medan Johor, Medan",21.282881625453264,Rumah,4.0,5.0,1.0,5.707110264748875,5.983936280687191
"Medan Tembung, Medan",20.560746908625106,Ruko,0.0,2.0,0.0,4.532599493153256,4.795790545596741
"Medan Amplas, Medan",20.21244021484709,Rumah,2.0,3.0,1.0,5.198497031265826,4.2626798770413155
"Medan Johor, Medan",20.671972543611492,Rumah,2.0,1.0,1.0,4.795790545596741,4.394449154672439
"Medan Johor, Medan",20.030118658386467,Rumah,3.0,2.0,1.0,5.043425116919247,4.890349128221754
"Medan Timur, Medan",20.500122286882203,Rumah,2.0,2.0,0.0,4.174387269895637,4.795790545596741
"Medan Area, Medan",21.311052502404085,Rumah,3.0,2.0,1.0,4.48863636973214,5.262690188904886
"Medan Maimun, Medan",20.772056002068226,Ruko,0.0,3.0,0.0,4.31748811353631,5.351858133476067
"Medan Johor, Medan",21.02337043013749,Ruko,0.0,3.0,0.0,4.174387269895637,5.272999558563747
"Medan Johor, Medan",21.02337043013749,Ruko,0.0,3.0,0.0,4.174387269895637,5.272999558563747
"Medan Helvetia, Medan",20.560746908625106,Rumah,2.0,3.0,0.0,4.290459441148391,4.859812404361672
"Medan Helvetia, Medan",21.659359196508902,Ruko,0.0,3.0,0.0,5.37989735354046,5.37989735354046
"Medan Perjuangan, Medan",21.193269466817146,Rumah,6.0,3.0,0.0,5.918893854273146,5.707110264748875
"Medan Area, Medan",20.72326583794641,Ruko,0.0,2.0,0.0,4.499809670330265,5.198497031265826
"Medan Johor, Medan",20.617905322399697,Rumah,4.0,2.0,0.0,5.802118375377063,5.017279836814924
"Medan Selayang, Medan",21.02337043013749,Rumah,3.0,3.0,0.0,4.51085950651685,4.875197323201151
"Medan Timur, Medan",20.72326583794641,Ruko,0.0,2.0,0.0,4.394449154672439,5.771441123130016
"Medan Tembung, Medan",19.97882536410418,Rumah,2.0,1.0,0.0,4.48863636973214,4.174387269895637
"Medan Timur, Medan",20.9055873945737,Ruko,0.0,3.0,0.0,4.653960350157523,5.746203190540153
"Medan Kota, Medan",23.074641094205127,Ruko,0.0,3.0,0.0,5.278114659230517,6.883462586413092
"Medan Denai, Medan",21.821878125947855,Rumah,11.0,7.0,0.0,6.023447592961033,6.311734809152915
"Medan Perjuangan, Medan",20.337603357605015,Rumah,2.0,1.0,1.0,4.343805421853684,4.060443010546419
