nama,lokasi,harga,jenis_properti,jumlah_kamar_tidur,jumlah_kamar_mandi,garasi,luas_tanah,luas_bangunan
Ruko Komplek Dekat Universitas Sangat Cocok Untuk Kost,"Medan Maimun, Medan","Rp 1,3 Miliar Total",Ruko,,3,,62 m²,160 m²
Rumah Hook Dalam Komplek Di Kawasan Super Strategis,"Medan Johor, Medan","Rp 1,5 Miliar",Rumah,3,2,,198 m²,198 m²
Rumah Murah Daerah Givency One Cocok Untuk Keluarga Kecil Kamu,"Medan Helvetia, Medan",Rp 380 Juta,Rumah,2,1,,60 m²,50 m²
Rumah Nyaman dan Tenang Dalam Komplek Dekat Tol Amplas,"Medan Denai, Medan",Rp 800 Juta,Rumah,3,2,,96 m²,120 m²
Rumah Lux dan Nyaman Khusus Untuk Kamu Pecinta Luxury,"Medan Denai, Medan","Rp 2,7 Miliar",Rumah,4,3,2,165 m²,177 m²
"Apartemen Sentraland Murahh","Medan Perjuangan, Medan",Rp 420 Juta,Apartemen,1,1,,,24 m²
Jual Cepat Ruko 2 Lt Langsung Pemilik,"Medan Baru, Medan","Rp 2,6 Miliar Total",Ruko,,,,96 m²,192 m²
Rumah Komplek Setia Budi Raya Jln Setia Budi,"Medan Sunggal, Medan",Rp 975 Juta,Rumah,3,3,1,84 m²,168 m²
Rumah Laboratorium Full Furnish,"Medan Kota, Medan","Rp 1,9 Miliar",Rumah,3,2,,88 m²,192 m²
RUMAH dalam Komplek Lebar 6 Meter daerah KRAKATAU. Di Lokasi STRATEGIS & FAVORIT.,"Medan Timur, Medan",Rp 680 Juta,Rumah,2,1,,84 m²,72 m²
KOMPLEK BARU MEDAN MARELAN,"Marelan, Medan",Rp 399 Juta,Rumah,2,1,,72 m²,55 m²
RUMAH GIVENCY ONE MEDAN HELVETIA,"Medan Helvetia, Medan","Rp 3,2 Miliar",Rumah,3,3,,160 m²,160 m²
RUMAH TINGGAL YANG LUAS DAN LINGKUNGAN NYAMAN,"Medan Area, Medan",Rp 900 Juta,Rumah,4,5,2,338 m²,220 m²
RUKO JALAN MANDALA BY PASS,"Medan Tembung, Medan","Rp 1,2 Miliar Total",Ruko,,3,,63 m²,220 m²
Villa Mewah Citraland Gamacity Dempsey Hill,"Medan Timur, Medan","Rp 4,5 Miliar",Rumah,3,3,,144 m²,160 m²
"Villa Ini Sudah Siap Huni ,juga Sudah Tersedia Kitchen Set Lokasi Di Komplek Cemara Kuta Jl.h Anif","Medan Deli, Medan","Rp 3,5 Miliar",Rumah,3,3,1,128 m²,88 m²
Launching Now..de'bougainville Jl.tuamang- Pancing( Samping Starbuck Pancing,"Medan Tembung, Medan","Rp 1,1 Miliar",Rumah,3,4,1,48 m²,147 m²
Ruko Townhouse Vellica Haus Jalan Pematang Pasir Daerah Krakatau,"Medan Deli, Medan",Rp 675 Juta Total,Ruko,,2,,48 m²,48 m²
Ruko Townhouse Baru Jalan Pematang Pasir Komplek Vellica Haus,"Medan Deli, Medan",Rp 675 Juta Total,Ruko,,2,,48 m²,48 m²
DIJUAL CEPAT!! Ruko Hook di Jalan Pasar 3 Krakatau Medan,"Medan Timur, Medan","Rp 1,75 Miliar Total",Ruko,,3,,80 m²,64 m²
Ruko Townhouse Daerah Krakatau Vellica Haus Jalan Pematang Pasir,"Medan Deli, Medan",Rp 675 Juta Total,Ruko,,2,,48 m²,48 m²
Ruko Baru Lokasi Strategis Jalan Mandor Komplek Woodlands,"Medan Timur, Medan",Rp 995 Juta Total,Ruko,,1,,80 m²,138 m²
Ruko 3 Tingkat Komplek Woodlands Jalan Mandor Daerah Krakatau,"Medan Timur, Medan",Rp 995 Juta Total,Ruko,,1,,80 m²,138 m²
Ruko Baru Daerah Mustafa Jalan Mandor Komplek Woodlands,"Medan Timur, Medan",Rp 995 Juta Total,Ruko,,1,,80 m²,138 m²
Rumah Townhouse 2.5 Lantai Siap Huni Komplek De Castillo,"Medan Denai, Medan",Rp 850 Juta,Rumah,2,2,,44 m²,110 m²
Ruko Gatot Subroto Dijual Murah Strategis Pusat Kota,"Medan Petisah, Medan",Rp 7 Miliar Total,Ruko,,4,,68 m²,288 m²
Ruko Bisnis Harga Di Bawah Pasaran Lokasi Komplek Multatuli,"Medan Maimun, Medan","Rp 2,1 Miliar Total",Ruko,,3,,64 m²,224 m²
Ruko Gandeng Siap Pakai Lokasi Pinggir Jalan Perdana,"Medan Kota, Medan",Rp 9 Miliar Total,Ruko,,6,,98 m²,196 m²
Rumah 3 Lantai Siap Huni Semi Furnished Dalam Komplek,"Medan Selayang, Medan","Rp 1,45 Miliar",Rumah,3,3,1,180 m²,180 m²
Rumah Siap Huni Dekat Kantor Samsat Smraja Rumah,"Medan Amplas, Medan",Rp 538 Juta,Rumah,2,2,1,60 m²,80 m²
Rumah Siap Huni Daerah Bumi Seroja Sunggal,"Medan Sunggal, Medan","Rp 1,4 Miliar",Rumah,3,2,1,160 m²,224 m²
"Rumah dijual siap huni Jl.Bingkarung antara jl.badak & jl.singa,Medan","Medan Area, Medan",Rp 900 Juta,Rumah,3,3,,110 m²,283 m²
Rumah Cantik Uk 7x19 Simpang Selayang Rumah,"Medan Tuntungan, Medan",Rp 705 Juta,Rumah,3,2,1,133 m²,70 m²
Rumah Villa Lebar 8 Komplek Cemara Asri,"Medan Timur, Medan","Rp 3,2 Miliar",Rumah,3,3,,120 m²,176 m²
Dijual Ruko SHM Siap Huni Di Komplek Asia Mega Mas,"Medan Area, Medan",Rp 2 Miliar Total,Ruko,,4,,81 m²,283 m²
DIJUAL VILLA JALAN BUNGA TERATAI,"Medan Selayang, Medan","Rp 8,5 Miliar",Rumah,8,5,,1500 m²,400 m²
Ruko 3 Lantai Siap Huni Pinggir Jalan Krakatau,"Medan Timur, Medan","Rp 4,1 Miliar Total",Ruko,,3,,156 m²,120 m²
Rumah murah dan lebar daerah medan perjuangan,"Medan Perjuangan, Medan",Rp 700 Juta,Rumah,3,2,,252 m²,180 m²
Rumah murah dan lebar daerah medan perjuangan,"Medan Perjuangan, Medan",Rp 700 Juta,Rumah,3,2,,252 m²,180 m²
DIJUAL RUMAH JALAN SNAKMA III TANJUNG SELAMAT,"Medan Sunggal, Medan",Rp 400 Juta,Rumah,1,1,,200 m²,90 m²
RUKO GANDENG JALAN PADANG GOLF KOMPLEK CBD POLONIA,"Medan Polonia, Medan","Rp 1,45 Miliar Total",Ruko,,,,64 m²,192 m²
RUKO JALAN BRIGJEND KATAMSO GANG PERBATASAN KOMPLEK PARAGON MALIBU,"Medan Johor, Medan",Rp 880 Juta Total,Ruko,,,,70 m²,140 m²
RUMAH DI JL BERINGIN HELVETIA MEDAN COCOK BUAT KOST ATAU RUMAH TINGGAL (NT),"Medan Helvetia, Medan","Rp 1,4 Miliar",Rumah,6,3,2,413 m²,200 m²
RUMAH LUAS LOKASI STRATEGIS TENGAH KOTA DI TAMAN POLONIA MEDAN (FB),"Medan Polonia, Medan",Rp 12 Miliar,Rumah,5,4,3,520 m²,400 m²
"Rumah dijual siap huni Komplek Tasbi 1 Jl.Crysant IX Blok N, Medan","Medan Selayang, Medan","Rp 2,5 Miliar",Rumah,3,3,,240 m²,200 m²
RUKO JALAN WAHIDIN MEDAN KOTA 3 LANTAI SIAP PAKAI LT 68M2 LB172 HGB LEBAR 4METER,"Medan Kota, Medan","Rp 2,25 Miliar Total",Ruko,,3,,68 m²,172 m²
RUMAH JALAN PARAPAT MEDAN PERJUANGAN 2 LANTAI SIAP HUNI SHM 4 KT 2KM,"Medan Perjuangan, Medan","Rp 1,8 Miliar",Rumah,4,2,,125 m²,128 m²
DIJUAL RUMAH JALAN HARMONIKA GANG AKIK,"Medan Selayang, Medan",Rp 750 Juta,Rumah,3,2,,247 m²,124 m²
Dijual 2 Unit Rumah Komplek Lokasi Jalan Durung,"Medan Tembung, Medan",Rp 675 Juta,Rumah,1,1,,52 m²,130 m²
Ruko Gandeng Kawasan Bisnis Jalan Hm Yamin,"Medan Timur, Medan",Rp 7 Miliar Total,Ruko,,4,,190 m²,665 m²
Rumah 2.5 Tingkat Dekat Pajak Tradisional,"Medan Area, Medan",Rp 680 Juta,Rumah,3,2,,48 m²,120 m²
RUKO SIAP HUNI FULL FURNISH MEDAN SUNGGAL,"Medan Sunggal, Medan",Rp 850 Juta Total,Ruko,,3,,64 m²,120 m²
RUMAH DALAM KOMPLEK SANGAT MURAH SEKALI,"Marelan, Medan",Rp 275 Juta,Rumah,2,1,,84 m²,60 m²
Rumah 2.5 Tingkat Dekat Pajak Tradisional,"Medan Area, Medan",Rp 680 Juta,Rumah,3,2,,48 m²,120 m²
RUKO SIAP HUNI FULL FURNISH MEDAN SUNGGAL,"Medan Sunggal, Medan",Rp 850 Juta Total,Ruko,,3,,64 m²,120 m²
RUMAH DALAM KOMPLEK SANGAT MURAH SEKALI,"Marelan, Medan",Rp 275 Juta,Rumah,2,1,,84 m²,60 m²
RUMAH TINGGAL YANG LUAS DAN NYAMAN,"Medan Area, Medan",Rp 900 Juta,Rumah,4,5,,338 m²,220 m²
Rumah di pinggir jalan cocok buat kantor/ stokist,"Medan Denai, Medan","Rp 2,5 Miliar",Rumah,4,1,,351 m²,155 m²
Ruko 2 Gandeng Jl Pelajar no 78,"Medan Timur, Medan",Rp 3 Miliar Total,Ruko,,5,,250 m²,200 m²
Ruko 1 unit Daerah Halat,"Medan Baru, Medan","Rp 1,9 Miliar Total",Ruko,,3,,100 m²,100 m²
Yasmine Residence Bandar Setia,"Medan Tembung, Medan",Rp 435 Juta,Rumah,2,1,,85 m²,65 m²
Komplek Pemda Jl.Karya Medan,"Medan Helvetia, Medan","Rp 2,3 Miliar",Rumah,4,5,,494 m²,200 m²
Komplek Taman Sakura Pajak Melati,"Medan Selayang, Medan",Rp 550 Juta,Rumah,4,2,,168 m²,100 m²
Rumah Komplek Balam Emas Jl.Balam Ringroad,"Medan Sunggal, Medan","Rp 2,3 Miliar",Rumah,5,4,,225 m²,320 m²
Dijual Murah Villa Baru Komplek Bumi Asri,"Medan Helvetia, Medan","Rp 2,1 Miliar",Rumah,6,4,,200 m²,150 m²
Dijual Rumah 2 Lantai Di Jl Krakatau,"Medan Timur, Medan",Rp 720 Juta,Rumah,3,2,1,105 m²,120 m²
Rumah Katamso Murah,"Medan Maimun, Medan",Rp 550 Juta,Rumah,3,2,,154 m²,132 m²
RUMAH JALAN TIRTOSARI GANG SEKOLAH,"Medan Tembung, Medan",Rp 500 Juta,Rumah,2,1,1,96 m²,80 m²
Ruko Murah Di Jalan Besar Setia Budi,"Medan Sunggal, Medan","Rp 2,2 Miliar Total",Ruko,,2,,96 m²,206 m²
Ruko Pusat Grosir 888 - Pusat Pasar - Medan Kota.,"Medan Kota, Medan",Rp 9 Miliar Total,Ruko,,1,,125 m²,250 m²
TOWNHOUSE JALAN KARYA KOMPLEK KARYA PRIMA,"Medan Barat, Medan","Rp 1,1 Miliar",Rumah,3,3,,64 m²,150 m²
"Rumah Komplek Baru. Serdang W House.2,5 Lantai. Jl. Prof Hm Yamin","Medan Perjuangan, Medan",Rp 537 Juta,Rumah,1,1,,40 m²,90 m²
TOWNHOUSE JALAN SETIA JADI KOMPLEK KRAKATAU GARDEN,"Medan Perjuangan, Medan",Rp 650 Juta,Rumah,3,2,,48 m²,110 m²
Rumah Katamso Murah,"Medan Maimun, Medan",Rp 550 Juta,Rumah,3,2,,154 m²,132 m²
RUMAH JALAN TIRTOSARI GANG SEKOLAH,"Medan Tembung, Medan",Rp 500 Juta,Rumah,2,1,1,96 m²,80 m²
Ruko Murah Di Jalan Besar Setia Budi,"Medan Sunggal, Medan","Rp 2,2 Miliar Total",Ruko,,2,,96 m²,206 m²
Ruko Pusat Grosir 888 - Pusat Pasar - Medan Kota.,"Medan Kota, Medan",Rp 9 Miliar Total,Ruko,,1,,125 m²,250 m²
TOWNHOUSE JALAN KARYA KOMPLEK KARYA PRIMA,"Medan Barat, Medan","Rp 1,1 Miliar",Rumah,3,3,,64 m²,150 m²
"Rumah Komplek Baru. Serdang W House.2,5 Lantai. Jl. Prof Hm Yamin","Medan Perjuangan, Medan",Rp 537 Juta,Rumah,1,1,,40 m²,90 m²
TOWNHOUSE JALAN SETIA JADI KOMPLEK KRAKATAU GARDEN,"Medan Perjuangan, Medan",Rp 650 Juta,Rumah,3,2,,48 m²,110 m²
Di Jual Rumah Komplek Siap Huni Daerah Krakatau Kota Medan,"Medan Timur, Medan",Rp 650 Juta,Rumah,3,2,,48 m²,110 m²
Di Jual Ruko Siap Huni Daerah Sekip Petisah Kota Medan,"Medan Petisah, Medan",Rp 1 Miliar,Rumah,2,3,,60 m²,150 m²
"Jual Villa Mewah Komplek Taman Polonia Indah Medan , Kondisi Rumah Sangat Terawat Full Furnished","Medan Polonia, Medan",Rp 8 Miliar,Rumah,6,5,1,260 m²,200 m²
Di Jual Rumah Komplek Siap Huni Daerah Karya Kota Medan,"Medan Barat, Medan",Rp 920 Juta,Rumah,2,2,,54 m²,96 m²
TOWNHOUSE JALAN MADIO SANTOSO KOMPLEK MADIO MEGA MAS,"Medan Timur, Medan",Rp 700 Juta,Rumah,,2,,64 m²,150 m²
Dijual cepat 2 ruko gandeng berhadiah tanah,"Medan Sunggal, Medan","Rp 1,6 Miliar Total",Ruko,,2,,196 m²,120 m²
Ruko Asia Megamas,"Medan Kota, Medan","Rp 3,8 Miliar Total",Ruko,,3,,84 m²,192 m²
Ruko Mmtc Siap Huni Murah,"Medan Deli, Medan","Rp 1,6 Miliar Total",Ruko,,3,,64 m²,224 m²
Ruko jalan Thamrin,"Medan Kota, Medan","Rp 3,5 Miliar Total",Ruko,,4,,64 m²,192 m²
ruko 2 tingkat jalan bintang Medan,"Medan Kota, Medan","Rp 3,5 Miliar Total",Ruko,,2,,76 m²,152 m²
RUMAH JALAN KARYA DAME KOMPLEK KARYA QUALITY,"Medan Barat, Medan",Rp 920 Juta,Rumah,2,2,1,54 m²,96 m²
TOWNHOUSE JALAN SETIA JADI KOMPLEK KRAKATAU MINIMALIS,"Medan Perjuangan, Medan",Rp 900 Juta,Rumah,3,2,,48 m²,110 m²
"Dijual segera tanah dan bangunan di pinggir jalan utama, lokasi strategis cocok untuk  usaha kost kost-an, cluster hunian dan kantor","Medan Tembung, Medan","Rp 5,5 Miliar",Rumah,21,8,3,574 m²,540 m²
Dijual Cepat Ruko Jalan Sabbarudin Daerah Asia,"Medan Area, Medan","Rp 1,1 Miliar Total",Ruko,,2,,100 m²,160 m²
Dijual Rumah Mewah Komplek Johor Riverside Daerah Johor,"Medan Johor, Medan","Rp 1,3 Miliar",Rumah,3,2,1,132 m²,150 m²
RUKO JALAN RAWA I,"Medan Denai, Medan",Rp 700 Juta Total,Ruko,,2,,64 m²,88 m²
Dijual Atau Disewa Cepat Ruko Jalan Pasundan Lokasi Strategis,"Medan Petisah, Medan","Rp 1,75 Miliar Total",Ruko,,3,,82 m²,200 m²
Dijual Rumah Helvetia Givency One Tipe Prada Jalan Gaperta Ujung,"Medan Helvetia, Medan","Rp 2,48 Miliar",Rumah,4,3,1,84 m²,49 m²
Rumah Givency One Tipe Prada Semi Furnished Jalan Gaperta Ujung,"Medan Helvetia, Medan","Rp 2,48 Miliar",Rumah,4,3,1,84 m²,49 m²
Dijual Rumah Givency One Tipe Prada Siap Huni Jalan Gaperta Ujung,"Medan Helvetia, Medan","Rp 2,48 Miliar",Rumah,4,3,1,84 m²,49 m²
DIJUAL RUMAH JALAN MATAHARI RAYA KOMPLEK MATAHARI RAYA NODIGON,"Medan Helvetia, Medan",Rp 880 Juta,Rumah,2,2,,75 m²,90 m²
"Dijial Cepat Rumah Siap Huni Komplek Citra Wisata, Turun Harga..","Medan Johor, Medan","Rp 1,6 Miliar",Rumah,3,3,2,180 m²,220 m²
Dijual Rumah Komplek Givency One Tipe Prada Jalan Gaperta Ujung,"Medan Helvetia, Medan","Rp 2,48 Miliar",Rumah,4,3,1,84 m²,49 m²
RUKO GANDENG JALAN AH NASUTION KOMPLEK METROLINK,"Medan Johor, Medan","Rp 2,2 Miliar Total",Ruko,,,,128 m²,448 m²
MEDAN PERJUANGAN,"Medan Kota, Medan","Rp 2,7 Miliar",Rumah,5,4,,425 m²,300 m²
Dijual Perumahan Medan Polonia,"Medan Polonia, Medan","Rp 7,6 Miliar",Rumah,3,4,2,280 m²,560 m²
RUKO BISNIS LOKASI PINGGIR JALAN AMAL SUNGGAL,"Medan Sunggal, Medan","Rp 1,35 Miliar Total",Ruko,,1,,92 m²,224 m²
Rumah Subsidi dekat Kp.lalang,"Medan Sunggal, Medan",Rp 166 Juta,Rumah,2,1,,72 m²,36 m²
Ruko Dan Villa Komplek Mapilindo Residence,"Medan Timur, Medan",Rp 900 Juta,Rumah,3,2,1,60 m²,45 m²
Rumah Inti Kota Lokasi Jalan Yos Sudarso,"Medan Barat, Medan",Rp 775 Juta,Rumah,1,1,1,56 m²,130 m²
RUKO GANDENG LOKASI PINGGIR JALANYOS SUDARSO,"Medan Barat, Medan",Rp 6 Miliar Total,Ruko,,1,,200 m²,576 m²
Rma Cantik Pesona Ester Daerah Medan Selayang,"Medan Selayang, Medan",Rp 485 Juta,Rumah,2,1,1,108 m²,50 m²
RUMAH  TOWNHOUSE HARGA LAMA LOKASI CEMARA,"Medan Timur, Medan",Rp 695 Juta,Rumah,2,2,1,60 m²,120 m²
RUKO BARU HARGA LAMA DI JALAN SETIA JADI,"Medan Timur, Medan",Rp 775 Juta,Rumah,1,1,,72 m²,216 m²
Ruko Bisnis Kawasan Ramai Dekat Pajak Beruang,"Medan Area, Medan","Rp 2,5 Miliar Total",Ruko,,4,,80 m²,288 m²
Dijual Ruko Siap Huni Jl Raya Menteng Cocok Untuk Buka Usaha,"Medan Denai, Medan","Rp 1,1 Miliar Total",Ruko,,3,,108 m²,216 m²
"KOMPLEK KATAMSO VISTA RUKO 3,5 TINGKAT DEKAT KE PUSAT PERBELANJAAN , SEKOLAH INTERNASIONAL DAN NASIONAL , BANK DAN AKSES YANG DEKATKE TOL AMPLAS","Medan Johor, Medan",Rp 899 Juta Total,Ruko,,2,,64 m²,200 m²
RUMAH MEWAH MEDAN BABURA/BARU,"Medan Baru, Medan","Rp 2,8 Miliar",Rumah,5,3,,160 m²,320 m²
Dijual Rumah Tua SHM Jl Wahidin,"Medan Area, Medan",Rp 2 Miliar,Rumah,,,,100 m²,201 m²
Dijual Murah Rumah 1 Tingkat Jalan Jemadi Komplek Jemadi 1,"Medan Timur, Medan",Rp 680 Juta,Rumah,2,1,1,84 m²,60 m²
Jual Murah Rumah Semi Furnished Jalan Jemadi Komplek Jemadi 1,"Medan Timur, Medan",Rp 680 Juta,Rumah,2,1,1,84 m²,60 m²
Dijual Murah Rumah Semi Furnished Jalan Jemadi Komplek Jemadi 1,"Medan Timur, Medan",Rp 680 Juta,Rumah,2,1,1,84 m²,60 m²
Dijual Rumah 1 Tingkat Siap Huni Jalan Jemadi Komplek Jemadi 1,"Medan Timur, Medan",Rp 680 Juta,Rumah,2,1,1,84 m²,60 m²
Rumah Keren Komplek Paramadina Medan Selayang,"Medan Selayang, Medan",Rp 598 Juta,Rumah,3,2,,84 m²,90 m²
Rumah Tasbi 1,"Medan Sunggal, Medan",Rp 3 Miliar,Rumah,4,3,,240 m²,200 m²
RUMAH JALAN KARYA BARU II,"Medan Helvetia, Medan","Rp 1,2 Miliar",Rumah,4,3,1,300 m²,200 m²
RUMAH PADANG GOLF MEDAN POLONIA,"Medan Polonia, Medan","Rp 4,88 Miliar",Rumah,5,4,,385 m²,286 m²
RUKO PROF HM YAMIN SH MEDAN PERJUANGAN,"Medan Perjuangan, Medan","Rp 1,8 Miliar Total",Ruko,,3,,150 m²,600 m²
RUMAH MEGAH  PERSATUAN,"Medan Helvetia, Medan",Rp 900 Juta,Rumah,3,3,,60 m²,123 m²
RUKO TUA IRIAN BARAT,"Medan Timur, Medan",Rp 3 Miliar Total,Ruko,,2,,64 m²,160 m²
RUKO MADONG LUBIS RAMAI,"Medan Perjuangan, Medan","Rp 3,1 Miliar Total",Ruko,,3,,88 m²,192 m²
RUKO BISNIS MULTATULI,"Medan Maimun, Medan","Rp 2,1 Miliar Total",Ruko,,3,,64 m²,224 m²
RUKO KOMPLEK MERBAU MAS HOKKY,"Medan Barat, Medan",Rp 2 Miliar Total,Ruko,,3,,64 m²,224 m²
RUKO J City MEDAN JOHOR,"Medan Johor, Medan","Rp 1,7 Miliar Total",Ruko,,2,,64 m²,192 m²
RUMAH PUKAT BEREJEKI,"Medan Denai, Medan",Rp 950 Juta Total,Ruko,,3,,80 m²,192 m²
KOMPLEK METRO CITY RAMAI,"Medan Kota, Medan","Rp 1,55 Miliar Total",Ruko,,3,,64 m²,192 m²
Ruko Gandeng Sei Kera,"Medan Perjuangan, Medan","Rp 1,2 Miliar Total",Ruko,,2,,171 m²,123 m²
KOMPLEK SETIA JADI TOWN HOUSE,"Medan Timur, Medan","Rp 1,4 Miliar Total",Ruko,,3,,52 m²,182 m²
RUKO CBD POLONIA,"Medan Kota, Medan","Rp 1,4 Miliar Total",Ruko,,3,,64 m²,192 m²
RUKO DANAO MARSABUT,"Medan Barat, Medan","Rp 1,8 Miliar Total",Ruko,,3,,72 m²,216 m²
RUKO DANAO MARSABUT,"Medan Barat, Medan","Rp 2,5 Miliar Total",Ruko,,3,,150 m²,375 m²
RUKO METROLINK JOHOR,"Medan Johor, Medan","Rp 1,8 Miliar Total",Ruko,,3,,64 m²,192 m²
KOMPLEK BILAL PRIMA,"Medan Timur, Medan","Rp 1,5 Miliar Total",Ruko,,3,,72 m²,120 m²
RUKO BILAL MEWAH,"Medan Timur, Medan","Rp 2,4 Miliar Total",Ruko,,4,,170 m²,350 m²
RUKO MERBAU LUX,"Medan Barat, Medan","Rp 2,5 Miliar Total",Ruko,,4,,112 m²,308 m²
RUKO GATOT SUBROTO,"Medan Petisah, Medan","Rp 2,9 Miliar Total",Ruko,,3,,64 m²,192 m²
RUKO SETIA BUDI CENTER,"Medan Sunggal, Medan",Rp 2 Miliar Total,Ruko,,3,,97 m²,300 m²
Dijual Rumah Medan Resort City Tahap 2 Siap Huni Jalan Merci Raya,"Medan Johor, Medan",Rp 650 Juta,Rumah,3,2,1,80 m²,80 m²
Ruko Bisnis Pinggir Jalan Di Inti Kota Jalan Aksara,"Medan Tembung, Medan",Rp 700 Juta,Ruko,,3,,88 m²,160 m²
Jual Rumah Jl.Beringin Gaperta,"Medan Helvetia, Medan","Rp 2,4 Miliar",Rumah,4,4,,186 m²,190 m²
Jual Rumah Jl. Beringin Gaperta,"Medan Helvetia, Medan","Rp 2,9 Miliar",Rumah,7,5,,450 m²,200 m²
Rumah Mewah Private Royal Catalia Medan Sunggal,"Medan Sunggal, Medan",Rp 910 Juta,Rumah,3,2,1,113 m²,81 m²
Rumah Cantik Catalia Johor Daerah Medan Johor,"Medan Johor, Medan",Rp 540 Juta,Rumah,2,1,1,140 m²,55 m²
Dijual Cepat Rumah 2 Siap Huni Free Perabot Kondisi Bagus,"Medan Sunggal, Medan",Rp 900 Juta,Rumah,3,2,1,93 m²,120 m²
Rumah Mewah Dekat Polda Daerah Medan Amplas,"Medan Amplas, Medan",Rp 875 Juta,Rumah,3,3,1,65 m²,80 m²
"Rumah Mewah di Sukapura Residence di STM Medan Johor, Medan","Medan Johor, Medan","Rp 1,37 Miliar",Rumah,3,3,,117 m²,150 m²
Rumah modern Minimalis dilokasi yg sangat Asri dan Sejuk,"Medan Marelan, Medan",Rp 295 Juta,Rumah,2,1,1,84 m²,45 m²
Rumah Mewah 2 lantai Termurah di Kawasan Medan Johor,"Medan Johor, Medan",Rp 550 Juta,Rumah,3,2,1,90 m²,84 m²
"Rumah Lokasi Strategis hunian nyaman di Medan Marelan, Medan","Medan Marelan, Medan",Rp 520 Juta,Rumah,2,1,1,88 m²,45 m²
Dijual Rumah 2 Lantai Komplek Citra Medan Johor,"Medan Johor, Medan","Rp 1,7 Miliar",Rumah,5,6,1,180 m²,180 m²
Rumah 300 Jutaan Laut Dendang Medan Tembung,"Medan Tembung, Medan",Rp 395 Juta,Rumah,2,1,1,84 m²,59 m²
ruko daerah strategis inti kota,"Medan Petisah, Medan",Rp 1 Miliar,Rumah,,,1,29 m²,75 m²
Apartemen Podomoro UK 42 m² Lantaii 1  Unit Baru,"Medan Barat, Medan",Rp 900 Juta,Apartemen,Studio,1,,,42 m²
Dijual Cepat Unit Apartemen Podomoro Delipark 1 Bedroom,"Medan Barat, Medan",Rp 900 Juta,Apartemen,1,1,,,42 m²
Rumah Mewah Cluster Dahlia Medan Selayang,"Medan Selayang, Medan",Rp 650 Juta,Rumah,3,2,,140 m²,70 m²
RUMAH PETAK BILAL UJUNG GG INPRESS MEDAN TIMUR,"Medan Timur, Medan",Rp 790 Juta,Rumah,4,2,,254 m²,220 m²
RUMAH BINTANG MARELAN MEDAN MARELAN,"Marelan, Medan",Rp 455 Juta,Rumah,2,1,,75 m²,45 m²
"Rumah Nyaman di Komplek Atria Residences, Helvetia Setia Budi Medan","Medan Helvetia, Medan",Rp 1 Miliar,Rumah,3,2,,108 m²,200 m²
"Rumah Komplek. Medan Timur. Jl. Krakatau, Jl. Jemadi, Jl. Bilal.","Medan Timur, Medan",Rp 520 Juta,Rumah,3,2,,64 m²,128 m²
"di Jual Hunian Komplek Debang Jl.flamboyan, Medan","Medan Tuntungan, Medan","Rp 1,8 Miliar",Rumah,4,4,,144 m²,150 m²
Rumah 2 Lantai Luas Di Citra Wisata Johor,"Medan Johor, Medan","Rp 1,7 Miliar",Rumah,5,6,,180 m²,250 m²
"di Hunian Mewah Jefferson House Jl.rakyat, Krakatau, Medan","Medan Timur, Medan",Rp 765 Juta,Rumah,2,2,,48 m²,85 m²
Royal Marelan - Medan,"Medan Marelan, Medan",Rp 399 Juta,Rumah,2,1,1,72 m²,72 m²
"di Jual Komplek Tata Alam Asri Gaperta, Medan","Medan Helvetia, Medan",Rp 550 Juta,Rumah,2,2,,144 m²,80 m²
di Jual Hunian Mewah Komplek Dr Mansur Medan,"Medan Selayang, Medan",Rp 600 Juta,Rumah,3,4,,87 m²,65 m²
Jual SEWA Murah Ruko Strategis Jalan Asia Dekat Jalan Pandu Medan Kota,"Medan Kota, Medan","Rp 3,98 Miliar Total",Ruko,,4,,63 m²,310 m²
"Rumah Furnished di Jalan : Sei Belutu , Medan Baru","Medan Baru, Medan","Rp 1,32 Miliar",Rumah,3,3,1,64 m²,144 m²
Rumah Lokasi Strategis Daerah Perintis Kemerdekaan,"Medan Perjuangan, Medan",Rp 350 Juta,Rumah,3,2,,87 m²,144 m²
Rumah2 Lantai Cantik Di Stm - Suka Pura,"Medan Johor, Medan","Rp 1,32 Miliar",Rumah,3,3,,117 m²,150 m²
Di Jual Ruko 3 Lantai Jl.matahari Raya Medan,"Medan Helvetia, Medan","Rp 1,3 Miliar Total",Ruko,,,,64 m²,180 m²
"lokasi strategis, cocok utk kantor, kantor Asuransi, Bank dll","Medan Petisah, Medan","Rp 2,65 Miliar Total",Ruko,,3,1,171 m²,200 m²
Di Jual Murah Villa Komp. Evergreen Siap Huni Full Furnish,"Medan Sunggal, Medan","Rp 1,85 Miliar",Rumah,3,3,,90 m²,88 m²
Dijual Rumah di Jl. Bunga Melur Gg Bunga Melur V No. 16,"Medan Selayang, Medan","Rp 3,2 Miliar",Rumah,4,6,2,300 m²,240 m²
Rumah 2 Lantai Di Jl Pertahanan Amplas,"Medan Amplas, Medan",Rp 875 Juta,Rumah,3,3,,68 m²,120 m²
Ruko Jalan Tuasan Komplek Tuasan Geoju,"Medan Tembung, Medan",Rp 1 Miliar Total,Ruko,,2,,74 m²,185 m²
